ID1,ID2,lat,long,el
JamesTown,blank,41.64907336,-123.5668571,400
JamesTown,blank,41.64907336,-123.0668422,400
JamesTown,blank,41.64907336,-122.5668274,400
JamesTown,blank,41.64907336,-122.0668125,400
JamesTown,blank,41.64907336,-121.5667976,400
JamesTown,blank,41.64907336,-121.0667828,400
JamesTown,blank,41.64907336,-120.5667679,400
JamesTown,blank,41.64907336,-120.066753,400
JamesTown,blank,41.64907336,-119.5667381,400
JamesTown,blank,41.64907336,-119.0667233,400
JamesTown,blank,41.64907336,-118.5667084,400
JamesTown,blank,41.64907336,-118.0666935,400
JamesTown,blank,41.64907336,-117.5666787,400
JamesTown,blank,41.64907336,-117.0666638,400
JamesTown,blank,42.14908823,-124.066872,400
JamesTown,blank,42.14908823,-123.5668571,400
JamesTown,blank,42.14908823,-123.0668422,400
JamesTown,blank,42.14908823,-122.5668274,400
JamesTown,blank,42.14908823,-122.0668125,400
JamesTown,blank,42.14908823,-121.5667976,400
JamesTown,blank,42.14908823,-121.0667828,400
JamesTown,blank,42.14908823,-120.5667679,400
JamesTown,blank,42.14908823,-120.066753,400
JamesTown,blank,42.14908823,-119.5667381,400
JamesTown,blank,42.14908823,-119.0667233,400
JamesTown,blank,42.14908823,-118.5667084,400
JamesTown,blank,42.14908823,-118.0666935,400
JamesTown,blank,42.14908823,-117.5666787,400
JamesTown,blank,42.14908823,-117.0666638,400
JamesTown,blank,42.6491031,-124.066872,400
JamesTown,blank,42.6491031,-123.5668571,400
JamesTown,blank,42.6491031,-123.0668422,400
JamesTown,blank,42.6491031,-122.5668274,400
JamesTown,blank,42.6491031,-122.0668125,400
JamesTown,blank,42.6491031,-121.5667976,400
JamesTown,blank,42.6491031,-121.0667828,400
JamesTown,blank,42.6491031,-120.5667679,400
JamesTown,blank,42.6491031,-120.066753,400
JamesTown,blank,42.6491031,-119.5667381,400
JamesTown,blank,42.6491031,-119.0667233,400
JamesTown,blank,42.6491031,-118.5667084,400
JamesTown,blank,42.6491031,-118.0666935,400
JamesTown,blank,42.6491031,-117.5666787,400
JamesTown,blank,42.6491031,-117.0666638,400
JamesTown,blank,43.14911797,-124.066872,400
JamesTown,blank,43.14911797,-123.5668571,400
JamesTown,blank,43.14911797,-123.0668422,400
JamesTown,blank,43.14911797,-122.5668274,400
JamesTown,blank,43.14911797,-122.0668125,400
JamesTown,blank,43.14911797,-121.5667976,400
JamesTown,blank,43.14911797,-121.0667828,400
JamesTown,blank,43.14911797,-120.5667679,400
JamesTown,blank,43.14911797,-120.066753,400
JamesTown,blank,43.14911797,-119.5667381,400
JamesTown,blank,43.14911797,-119.0667233,400
JamesTown,blank,43.14911797,-118.5667084,400
JamesTown,blank,43.14911797,-118.0666935,400
JamesTown,blank,43.14911797,-117.5666787,400
JamesTown,blank,43.14911797,-117.0666638,400
JamesTown,blank,43.64913284,-124.066872,400
JamesTown,blank,43.64913284,-123.5668571,400
JamesTown,blank,43.64913284,-123.0668422,400
JamesTown,blank,43.64913284,-122.5668274,400
JamesTown,blank,43.64913284,-122.0668125,400
JamesTown,blank,43.64913284,-121.5667976,400
JamesTown,blank,43.64913284,-121.0667828,400
JamesTown,blank,43.64913284,-120.5667679,400
JamesTown,blank,43.64913284,-120.066753,400
JamesTown,blank,43.64913284,-119.5667381,400
JamesTown,blank,43.64913284,-119.0667233,400
JamesTown,blank,43.64913284,-118.5667084,400
JamesTown,blank,43.64913284,-118.0666935,400
JamesTown,blank,43.64913284,-117.5666787,400
JamesTown,blank,43.64913284,-117.0666638,400
JamesTown,blank,44.14914771,-124.066872,400
JamesTown,blank,44.14914771,-123.5668571,400
JamesTown,blank,44.14914771,-123.0668422,400
JamesTown,blank,44.14914771,-122.5668274,400
JamesTown,blank,44.14914771,-122.0668125,400
JamesTown,blank,44.14914771,-121.5667976,400
JamesTown,blank,44.14914771,-121.0667828,400
JamesTown,blank,44.14914771,-120.5667679,400
JamesTown,blank,44.14914771,-120.066753,400
JamesTown,blank,44.14914771,-119.5667381,400
JamesTown,blank,44.14914771,-119.0667233,400
JamesTown,blank,44.14914771,-118.5667084,400
JamesTown,blank,44.14914771,-118.0666935,400
JamesTown,blank,44.14914771,-117.5666787,400
JamesTown,blank,44.14914771,-117.0666638,400
JamesTown,blank,44.64916258,-123.5668571,400
JamesTown,blank,44.64916258,-123.0668422,400
JamesTown,blank,44.64916258,-122.5668274,400
JamesTown,blank,44.64916258,-122.0668125,400
JamesTown,blank,44.64916258,-121.5667976,400
JamesTown,blank,44.64916258,-121.0667828,400
JamesTown,blank,44.64916258,-120.5667679,400
JamesTown,blank,44.64916258,-120.066753,400
JamesTown,blank,44.64916258,-119.5667381,400
JamesTown,blank,44.64916258,-119.0667233,400
JamesTown,blank,44.64916258,-118.5667084,400
JamesTown,blank,44.64916258,-118.0666935,400
JamesTown,blank,44.64916258,-117.5666787,400
JamesTown,blank,44.64916258,-117.0666638,400
JamesTown,blank,45.14917745,-123.5668571,400
JamesTown,blank,45.14917745,-123.0668422,400
JamesTown,blank,45.14917745,-122.5668274,400
JamesTown,blank,45.14917745,-122.0668125,400
JamesTown,blank,45.14917745,-121.5667976,400
JamesTown,blank,45.14917745,-121.0667828,400
JamesTown,blank,45.14917745,-120.5667679,400
JamesTown,blank,45.14917745,-120.066753,400
JamesTown,blank,45.14917745,-119.5667381,400
JamesTown,blank,45.14917745,-119.0667233,400
JamesTown,blank,45.14917745,-118.5667084,400
JamesTown,blank,45.14917745,-118.0666935,400
JamesTown,blank,45.14917745,-117.5666787,400
JamesTown,blank,45.14917745,-117.0666638,400
JamesTown,blank,45.64919232,-123.5668571,400
JamesTown,blank,45.64919232,-123.0668422,400
JamesTown,blank,45.64919232,-122.5668274,400
JamesTown,blank,45.64919232,-122.0668125,400
JamesTown,blank,45.64919232,-121.5667976,400
JamesTown,blank,45.64919232,-121.0667828,400
JamesTown,blank,45.64919232,-120.5667679,400
JamesTown,blank,45.64919232,-120.066753,400
JamesTown,blank,45.64919232,-119.5667381,400
JamesTown,blank,45.64919232,-119.0667233,400
JamesTown,blank,45.64919232,-118.5667084,400
JamesTown,blank,45.64919232,-118.0666935,400
JamesTown,blank,45.64919232,-117.5666787,400
JamesTown,blank,45.64919232,-117.0666638,400
JamesTown,blank,46.14920719,-123.5668571,400
JamesTown,blank,46.14920719,-123.0668422,400
JamesTown,blank,46.14920719,-122.5668274,400
JamesTown,blank,46.14920719,-122.0668125,400
JamesTown,blank,46.14920719,-121.5667976,400
JamesTown,blank,46.14920719,-121.0667828,400
JamesTown,blank,46.14920719,-120.5667679,400
JamesTown,blank,46.14920719,-120.066753,400
JamesTown,blank,46.14920719,-119.5667381,400
JamesTown,blank,46.14920719,-119.0667233,400
JamesTown,blank,46.14920719,-118.5667084,400
JamesTown,blank,46.14920719,-118.0666935,400
JamesTown,blank,46.14920719,-117.5666787,400
JamesTown,blank,46.14920719,-117.0666638,400
JamesTown,blank,46.64922206,-123.5668571,400
JamesTown,blank,46.64922206,-123.0668422,400
JamesTown,blank,46.64922206,-122.5668274,400
JamesTown,blank,46.64922206,-122.0668125,400
JamesTown,blank,46.64922206,-121.5667976,400
JamesTown,blank,46.64922206,-121.0667828,400
JamesTown,blank,46.64922206,-120.5667679,400
JamesTown,blank,46.64922206,-120.066753,400
JamesTown,blank,46.64922206,-119.5667381,400
JamesTown,blank,46.64922206,-119.0667233,400
JamesTown,blank,46.64922206,-118.5667084,400
JamesTown,blank,46.64922206,-118.0666935,400
JamesTown,blank,46.64922206,-117.5666787,400
JamesTown,blank,46.64922206,-117.0666638,400
JamesTown,blank,47.14923693,-124.066872,400
JamesTown,blank,47.14923693,-123.5668571,400
JamesTown,blank,47.14923693,-123.0668422,400
JamesTown,blank,47.14923693,-122.5668274,400
JamesTown,blank,47.14923693,-122.0668125,400
JamesTown,blank,47.14923693,-121.5667976,400
JamesTown,blank,47.14923693,-121.0667828,400
JamesTown,blank,47.14923693,-120.5667679,400
JamesTown,blank,47.14923693,-120.066753,400
JamesTown,blank,47.14923693,-119.5667381,400
JamesTown,blank,47.14923693,-119.0667233,400
JamesTown,blank,47.14923693,-118.5667084,400
JamesTown,blank,47.14923693,-118.0666935,400
JamesTown,blank,47.14923693,-117.5666787,400
JamesTown,blank,47.14923693,-117.0666638,400
JamesTown,blank,47.6492518,-124.066872,400
JamesTown,blank,47.6492518,-123.5668571,400
JamesTown,blank,47.6492518,-123.0668422,400
JamesTown,blank,47.6492518,-122.5668274,400
JamesTown,blank,47.6492518,-122.0668125,400
JamesTown,blank,47.6492518,-121.5667976,400
JamesTown,blank,47.6492518,-121.0667828,400
JamesTown,blank,47.6492518,-120.5667679,400
JamesTown,blank,47.6492518,-120.066753,400
JamesTown,blank,47.6492518,-119.5667381,400
JamesTown,blank,47.6492518,-119.0667233,400
JamesTown,blank,47.6492518,-118.5667084,400
JamesTown,blank,47.6492518,-118.0666935,400
JamesTown,blank,47.6492518,-117.5666787,400
JamesTown,blank,47.6492518,-117.0666638,400
JamesTown,blank,48.14926667,-124.5668868,400
JamesTown,blank,48.14926667,-124.066872,400
JamesTown,blank,48.14926667,-123.5668571,400
JamesTown,blank,48.14926667,-123.0668422,400
JamesTown,blank,48.14926667,-122.5668274,400
JamesTown,blank,48.14926667,-122.0668125,400
JamesTown,blank,48.14926667,-121.5667976,400
JamesTown,blank,48.14926667,-121.0667828,400
JamesTown,blank,48.14926667,-120.5667679,400
JamesTown,blank,48.14926667,-120.066753,400
JamesTown,blank,48.14926667,-119.5667381,400
JamesTown,blank,48.14926667,-119.0667233,400
JamesTown,blank,48.14926667,-118.5667084,400
JamesTown,blank,48.14926667,-118.0666935,400
JamesTown,blank,48.14926667,-117.5666787,400
JamesTown,blank,48.14926667,-117.0666638,400
JamesTown,blank,48.64928154,-124.5668868,400
JamesTown,blank,48.64928154,-124.066872,400
JamesTown,blank,48.64928154,-123.5668571,400
JamesTown,blank,48.64928154,-122.0668125,400
JamesTown,blank,48.64928154,-121.5667976,400
JamesTown,blank,48.64928154,-121.0667828,400
JamesTown,blank,48.64928154,-120.5667679,400
JamesTown,blank,48.64928154,-120.066753,400
JamesTown,blank,48.64928154,-119.5667381,400
JamesTown,blank,48.64928154,-119.0667233,400
JamesTown,blank,48.64928154,-118.5667084,400
JamesTown,blank,48.64928154,-118.0666935,400
JamesTown,blank,48.64928154,-117.5666787,400
JamesTown,blank,48.64928154,-117.0666638,400
JamesTown,blank,49.14929641,-125.5669166,400
JamesTown,blank,49.14929641,-125.0669017,400
JamesTown,blank,49.14929641,-124.5668868,400
JamesTown,blank,49.14929641,-124.066872,400
JamesTown,blank,49.14929641,-123.0668422,400
JamesTown,blank,49.14929641,-122.5668274,400
JamesTown,blank,49.14929641,-122.0668125,400
JamesTown,blank,49.14929641,-121.5667976,400
JamesTown,blank,49.14929641,-121.0667828,400
JamesTown,blank,49.14929641,-120.5667679,400
JamesTown,blank,49.14929641,-120.066753,400
JamesTown,blank,49.14929641,-119.5667381,400
JamesTown,blank,49.14929641,-119.0667233,400
JamesTown,blank,49.14929641,-118.5667084,400
JamesTown,blank,49.14929641,-118.0666935,400
JamesTown,blank,49.14929641,-117.5666787,400
JamesTown,blank,49.14929641,-117.0666638,400
JamesTown,blank,49.64931128,-126.0669314,400
JamesTown,blank,49.64931128,-125.5669166,400
JamesTown,blank,49.64931128,-125.0669017,400
JamesTown,blank,49.64931128,-123.5668571,400
JamesTown,blank,49.64931128,-123.0668422,400
JamesTown,blank,49.64931128,-122.5668274,400
JamesTown,blank,49.64931128,-122.0668125,400
JamesTown,blank,49.64931128,-121.5667976,400
JamesTown,blank,49.64931128,-121.0667828,400
JamesTown,blank,49.64931128,-120.5667679,400
JamesTown,blank,49.64931128,-120.066753,400
JamesTown,blank,49.64931128,-119.5667381,400
JamesTown,blank,49.64931128,-119.0667233,400
JamesTown,blank,49.64931128,-118.5667084,400
JamesTown,blank,49.64931128,-118.0666935,400
JamesTown,blank,49.64931128,-117.5666787,400
JamesTown,blank,49.64931128,-117.0666638,400
JamesTown,blank,50.14932615,-127.5669761,400
JamesTown,blank,50.14932615,-127.0669612,400
JamesTown,blank,50.14932615,-126.5669463,400
JamesTown,blank,50.14932615,-126.0669314,400
JamesTown,blank,50.14932615,-125.5669166,400
JamesTown,blank,50.14932615,-124.5668868,400
JamesTown,blank,50.14932615,-124.066872,400
JamesTown,blank,50.14932615,-123.5668571,400
JamesTown,blank,50.14932615,-123.0668422,400
JamesTown,blank,50.14932615,-122.5668274,400
JamesTown,blank,50.14932615,-122.0668125,400
JamesTown,blank,50.14932615,-121.5667976,400
JamesTown,blank,50.14932615,-121.0667828,400
JamesTown,blank,50.14932615,-120.5667679,400
JamesTown,blank,50.14932615,-120.066753,400
JamesTown,blank,50.14932615,-119.5667381,400
JamesTown,blank,50.14932615,-119.0667233,400
JamesTown,blank,50.14932615,-118.5667084,400
JamesTown,blank,50.14932615,-118.0666935,400
JamesTown,blank,50.14932615,-117.5666787,400
JamesTown,blank,50.14932615,-117.0666638,400
JamesTown,blank,50.64934102,-128.0669909,400
JamesTown,blank,50.64934102,-127.5669761,400
JamesTown,blank,50.64934102,-126.0669314,400
JamesTown,blank,50.64934102,-125.5669166,400
JamesTown,blank,50.64934102,-125.0669017,400
JamesTown,blank,50.64934102,-124.5668868,400
JamesTown,blank,50.64934102,-124.066872,400
JamesTown,blank,50.64934102,-123.5668571,400
JamesTown,blank,50.64934102,-123.0668422,400
JamesTown,blank,50.64934102,-122.5668274,400
JamesTown,blank,50.64934102,-122.0668125,400
JamesTown,blank,50.64934102,-121.5667976,400
JamesTown,blank,50.64934102,-121.0667828,400
JamesTown,blank,50.64934102,-120.5667679,400
JamesTown,blank,50.64934102,-120.066753,400
JamesTown,blank,50.64934102,-119.5667381,400
JamesTown,blank,50.64934102,-119.0667233,400
JamesTown,blank,50.64934102,-118.5667084,400
JamesTown,blank,50.64934102,-118.0666935,400
JamesTown,blank,50.64934102,-117.5666787,400
JamesTown,blank,50.64934102,-117.0666638,400
JamesTown,blank,51.14935589,-126.5669463,400
JamesTown,blank,51.14935589,-126.0669314,400
JamesTown,blank,51.14935589,-125.5669166,400
JamesTown,blank,51.14935589,-125.0669017,400
JamesTown,blank,51.14935589,-124.5668868,400
JamesTown,blank,51.14935589,-124.066872,400
JamesTown,blank,51.14935589,-123.5668571,400
JamesTown,blank,51.14935589,-123.0668422,400
JamesTown,blank,51.14935589,-122.5668274,400
JamesTown,blank,51.14935589,-122.0668125,400
JamesTown,blank,51.14935589,-121.5667976,400
JamesTown,blank,51.14935589,-121.0667828,400
JamesTown,blank,51.14935589,-120.5667679,400
JamesTown,blank,51.14935589,-120.066753,400
JamesTown,blank,51.14935589,-119.5667381,400
JamesTown,blank,51.14935589,-119.0667233,400
JamesTown,blank,51.14935589,-118.5667084,400
JamesTown,blank,51.14935589,-118.0666935,400
JamesTown,blank,51.14935589,-117.5666787,400
JamesTown,blank,51.14935589,-117.0666638,400
JamesTown,blank,51.64937075,-128.0669909,400
JamesTown,blank,51.64937075,-127.5669761,400
JamesTown,blank,51.64937075,-126.5669463,400
JamesTown,blank,51.64937075,-126.0669314,400
JamesTown,blank,51.64937075,-125.5669166,400
JamesTown,blank,51.64937075,-125.0669017,400
JamesTown,blank,51.64937075,-124.5668868,400
JamesTown,blank,51.64937075,-124.066872,400
JamesTown,blank,51.64937075,-123.5668571,400
JamesTown,blank,51.64937075,-123.0668422,400
JamesTown,blank,51.64937075,-122.5668274,400
JamesTown,blank,51.64937075,-122.0668125,400
JamesTown,blank,51.64937075,-121.5667976,400
JamesTown,blank,51.64937075,-121.0667828,400
JamesTown,blank,51.64937075,-120.5667679,400
JamesTown,blank,51.64937075,-120.066753,400
JamesTown,blank,51.64937075,-119.5667381,400
JamesTown,blank,51.64937075,-119.0667233,400
JamesTown,blank,51.64937075,-118.5667084,400
JamesTown,blank,51.64937075,-118.0666935,400
JamesTown,blank,51.64937075,-117.5666787,400
JamesTown,blank,51.64937075,-117.0666638,400
JamesTown,blank,52.14938562,-127.5669761,400
JamesTown,blank,52.14938562,-127.0669612,400
JamesTown,blank,52.14938562,-126.5669463,400
JamesTown,blank,52.14938562,-126.0669314,400
JamesTown,blank,52.14938562,-125.5669166,400
JamesTown,blank,52.14938562,-125.0669017,400
JamesTown,blank,52.14938562,-124.5668868,400
JamesTown,blank,52.14938562,-124.066872,400
JamesTown,blank,52.14938562,-123.5668571,400
JamesTown,blank,52.14938562,-123.0668422,400
JamesTown,blank,52.14938562,-122.5668274,400
JamesTown,blank,52.14938562,-122.0668125,400
JamesTown,blank,52.14938562,-121.5667976,400
JamesTown,blank,52.14938562,-121.0667828,400
JamesTown,blank,52.14938562,-120.5667679,400
JamesTown,blank,52.14938562,-120.066753,400
JamesTown,blank,52.14938562,-119.5667381,400
JamesTown,blank,52.14938562,-119.0667233,400
JamesTown,blank,52.14938562,-118.5667084,400
JamesTown,blank,52.14938562,-118.0666935,400
JamesTown,blank,52.14938562,-117.5666787,400
JamesTown,blank,52.14938562,-117.0666638,400
JamesTown,blank,52.64940049,-129.0670207,400
JamesTown,blank,52.64940049,-128.0669909,400
JamesTown,blank,52.64940049,-127.5669761,400
JamesTown,blank,52.64940049,-127.0669612,400
JamesTown,blank,52.64940049,-126.5669463,400
JamesTown,blank,52.64940049,-126.0669314,400
JamesTown,blank,52.64940049,-125.5669166,400
JamesTown,blank,52.64940049,-125.0669017,400
JamesTown,blank,52.64940049,-124.5668868,400
JamesTown,blank,52.64940049,-124.066872,400
JamesTown,blank,52.64940049,-123.5668571,400
JamesTown,blank,52.64940049,-123.0668422,400
JamesTown,blank,52.64940049,-122.5668274,400
JamesTown,blank,52.64940049,-122.0668125,400
JamesTown,blank,52.64940049,-121.5667976,400
JamesTown,blank,52.64940049,-121.0667828,400
JamesTown,blank,52.64940049,-120.5667679,400
JamesTown,blank,52.64940049,-120.066753,400
JamesTown,blank,52.64940049,-119.5667381,400
JamesTown,blank,52.64940049,-119.0667233,400
JamesTown,blank,52.64940049,-118.5667084,400
JamesTown,blank,52.64940049,-118.0666935,400
JamesTown,blank,52.64940049,-117.5666787,400
JamesTown,blank,52.64940049,-117.0666638,400
JamesTown,blank,53.14941536,-129.0670207,400
JamesTown,blank,53.14941536,-128.5670058,400
JamesTown,blank,53.14941536,-128.0669909,400
JamesTown,blank,53.14941536,-127.5669761,400
JamesTown,blank,53.14941536,-127.0669612,400
JamesTown,blank,53.14941536,-126.5669463,400
JamesTown,blank,53.14941536,-126.0669314,400
JamesTown,blank,53.14941536,-125.5669166,400
JamesTown,blank,53.14941536,-125.0669017,400
JamesTown,blank,53.14941536,-124.5668868,400
JamesTown,blank,53.14941536,-124.066872,400
JamesTown,blank,53.14941536,-123.5668571,400
JamesTown,blank,53.14941536,-123.0668422,400
JamesTown,blank,53.14941536,-122.5668274,400
JamesTown,blank,53.14941536,-122.0668125,400
JamesTown,blank,53.14941536,-121.5667976,400
JamesTown,blank,53.14941536,-121.0667828,400
JamesTown,blank,53.14941536,-120.5667679,400
JamesTown,blank,53.14941536,-120.066753,400
JamesTown,blank,53.14941536,-119.5667381,400
JamesTown,blank,53.14941536,-119.0667233,400
JamesTown,blank,53.14941536,-118.5667084,400
JamesTown,blank,53.14941536,-118.0666935,400
JamesTown,blank,53.14941536,-117.5666787,400
JamesTown,blank,53.14941536,-117.0666638,400
JamesTown,blank,53.64943023,-129.5670355,400
JamesTown,blank,53.64943023,-129.0670207,400
