"ID1","ID2","Latitude","Longitude","Elevation","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD"
"JamesTown","blank",58.149564,-121.566798,400,-.1,16.3,-18.7,35,433,285,22.8,57.2,2163,1246,6603,33,145,149,249,100,121,-48.7,34.3,510,187
"JamesTown","blank",58.149564,-121.066783,400,-.5,16.2,-20.1,36.3,420,271,22.7,60,2272,1229,6737,31,144,149,248,99,126,-48.4,34.6,508,200
"JamesTown","blank",58.149564,-120.566768,400,-.6,16.2,-21,37.2,424,269,22.1,60.3,2321,1226,6792,31,144,148,247,100,133,-47.6,34.7,507,200
"JamesTown","blank",58.149564,-120.066753,400,-1,16.2,-22.3,38.5,437,275,20.6,59.1,2452,1226,6927,31,143,147,246,98,141,-47.1,35.2,514,202
"JamesTown","blank",58.149564,-119.566738,400,-1.3,16.2,-23.5,39.7,419,262,20.7,61.9,2562,1226,7043,31,142,147,246,99,138,-46.1,35.6,516,217
"JamesTown","blank",58.149564,-119.066723,400,-1.6,16.2,-24.2,40.5,429,268,19.6,60.5,2651,1217,7144,30,140,148,244,95,142,-45.9,35.9,522,218
"JamesTown","blank",58.149564,-118.566708,400,-1.8,16.2,-24.6,40.8,437,272,18.9,59.4,2693,1207,7198,29,138,150,242,92,147,-45.3,36,527,218
"JamesTown","blank",58.149564,-118.066694,400,-.9,16.1,-22.6,38.6,422,263,21.5,61,2430,1223,6900,29,143,148,246,98,138,-45.2,35.1,518,219
"JamesTown","blank",58.149564,-117.566679,400,-.7,16,-21.5,37.5,415,259,22.5,61.8,2340,1232,6795,29,145,146,247,101,132,-46.1,34.6,514,220
"JamesTown","blank",58.149564,-117.066664,400,-.6,16.1,-20.8,36.9,408,255,23.1,63.2,2322,1242,6767,31,147,145,248,103,129,-47.6,34.3,510,221
"JamesTown","blank",58.649579,-131.567095,400,1.5,14.2,-11.7,26,587,251,19.7,56.8,1382,1029,5993,13,149,157,255,99,272,-41.8,31.6,453,192
"JamesTown","blank",58.649579,-131.06708,400,1.9,14.7,-11.5,26.3,696,305,17.1,48.3,1362,1125,5852,17,159,147,262,115,305,-43.2,31.9,452,139
"JamesTown","blank",58.649579,-130.567065,400,1.7,14.5,-11.7,26.2,691,323,16.9,45,1412,1092,5947,15,157,149,260,111,292,-43.9,31.7,447,118
"JamesTown","blank",58.649579,-130.06705,400,.3,14.1,-16.1,30.2,465,236,22.2,59.7,1800,1012,6442,12,140,162,251,89,193,-47.1,32.5,472,213
"JamesTown","blank",58.649579,-129.567036,400,.5,14,-14.3,28.4,636,309,16.5,45.4,1711,999,6374,11,143,158,253,95,278,-46.9,32.1,455,136
"JamesTown","blank",58.649579,-129.067021,400,1,14.5,-13.3,27.8,873,410,12.6,35.3,1632,1081,6190,15,154,149,257,108,379,-46.4,32.2,447,57
"JamesTown","blank",58.649579,-128.567006,400,.5,14.3,-14,28.2,658,340,15.9,42,1726,1018,6370,13,146,155,252,97,274,-47.1,31.7,453,98
"JamesTown","blank",58.649579,-128.066991,400,.5,14.4,-14.3,28.7,670,315,15.6,45.9,1751,1035,6380,14,144,157,251,94,302,-47.1,32,465,133
"JamesTown","blank",58.649579,-127.566976,400,.7,14.6,-13.7,28.4,744,360,14.4,40.6,1690,1058,6290,15,148,154,251,98,321,-46.3,31.4,458,86
"JamesTown","blank",58.649579,-127.066961,400,-.1,15,-16.4,31.3,459,248,21.5,60.2,1987,1070,6597,17,138,161,248,87,181,-48.6,32.7,485,203
"JamesTown","blank",58.649579,-126.566946,400,.5,15.1,-14.4,29.5,719,429,14.6,35.3,1806,1109,6361,19,145,156,249,93,236,-47.3,31.7,475,41
"JamesTown","blank",58.649579,-126.066931,400,.3,15,-14.8,29.8,733,463,14.1,32.4,1852,1085,6436,18,143,159,246,86,220,-47.4,31.5,478,36
"JamesTown","blank",58.649579,-125.566917,400,-.2,15.1,-16.7,31.8,933,594,10.5,25.5,1997,1067,6617,20,141,167,239,72,274,-48.5,31.1,473,0
"JamesTown","blank",58.649579,-125.066902,400,.4,15.3,-15.1,30.4,610,410,17.1,37.3,1888,1157,6400,21,141,157,248,90,154,-47.7,33.1,506,66
"JamesTown","blank",58.649579,-124.566887,400,.3,14.9,-15.2,30.1,619,436,16.6,34.1,1908,1127,6462,19,138,157,249,92,141,-47.3,33.4,503,41
"JamesTown","blank",58.649579,-124.066872,400,-.6,15.2,-17,32.1,683,487,13.7,31.2,2156,1075,6777,18,134,159,242,82,165,-49,32.5,496,29
"JamesTown","blank",58.649579,-123.566857,400,-.3,15.7,-16.9,32.7,558,377,17.4,41.7,2127,1160,6657,24,142,151,247,96,148,-48.3,32.7,491,82
"JamesTown","blank",58.649579,-123.066842,400,-.1,16,-17,33,530,360,18.8,44.5,2091,1201,6578,28,143,152,247,95,138,-48.5,33.3,503,108
"JamesTown","blank",58.649579,-122.566827,400,-.4,16.2,-18.6,34.7,445,300,21.5,53.9,2219,1209,6712,30,143,151,249,97,121,-49.2,33.6,498,161
"JamesTown","blank",58.649579,-122.066812,400,-.9,16.2,-20.7,36.9,439,290,20.7,56.1,2402,1208,6905,31,140,152,247,95,128,-49.5,34.4,505,179
"JamesTown","blank",58.649579,-121.566798,400,-1.4,16.2,-22.2,38.4,414,268,20.9,60.5,2533,1197,7055,30,138,152,245,94,128,-48.9,34.9,505,201
"JamesTown","blank",58.649579,-121.066783,400,-1.4,16.2,-23.1,39.2,417,263,20.6,61.5,2557,1198,7079,29,140,148,246,98,136,-47.2,35,501,202
"JamesTown","blank",58.649579,-120.566768,400,-1.3,16.1,-22.8,38.9,406,255,21.5,63.4,2511,1202,7025,29,142,146,247,101,134,-46.8,34.8,496,206
"JamesTown","blank",58.649579,-120.066753,400,-1.2,16.1,-22.6,38.7,400,249,21.9,64.6,2497,1207,7003,29,143,146,248,102,133,-46.8,34.7,496,211
"JamesTown","blank",58.649579,-119.566738,400,-1.2,16.1,-22.5,38.6,394,245,22.3,65.7,2486,1204,6992,29,143,146,248,102,132,-46.8,34.7,496,216
"JamesTown","blank",58.649579,-119.066723,400,-1.1,16,-22.3,38.3,393,244,22.6,65.9,2460,1201,6968,28,143,147,248,102,131,-46.6,34.5,495,218
"JamesTown","blank",58.649579,-118.566708,400,-1.2,15.9,-22.3,38.2,397,245,22.2,64.9,2476,1189,6994,27,143,147,247,101,133,-46.6,34.6,496,216
"JamesTown","blank",58.649579,-118.066694,400,-1.3,15.9,-22.3,38.2,404,249,21.5,63.7,2509,1177,7040,26,142,148,246,98,137,-47.2,34.4,498,215
"JamesTown","blank",58.649579,-117.566679,400,-2.4,15.9,-24.6,40.5,429,265,17.7,59.9,2851,1146,7434,25,134,151,240,89,149,-48.2,35.3,512,212
"JamesTown","blank",58.649579,-117.066664,400,-1.4,15.9,-21.2,37.1,407,253,21.2,62.8,2520,1168,7062,26,143,147,246,99,134,-50.4,33.6,491,205
"JamesTown","blank",59.149594,-131.567095,400,1.2,14.8,-13.5,28.3,563,259,19.9,57,1549,1076,6123,16,149,151,256,105,252,-44.4,32.1,454,184
"JamesTown","blank",59.149594,-131.06708,400,.7,14.3,-14.1,28.4,703,312,15.2,45.8,1650,1008,6300,12,145,156,252,96,329,-45.6,31.5,445,128
"JamesTown","blank",59.149594,-130.567065,400,.2,14.4,-15.6,29.9,719,300,14.1,47.8,1837,1010,6495,13,143,156,253,96,357,-48.2,31.7,452,148
"JamesTown","blank",59.149594,-130.06705,400,.3,14.6,-15.6,30.2,841,341,12.2,42.7,1833,1039,6451,14,149,152,255,103,420,-48.7,31.5,446,110
"JamesTown","blank",59.149594,-129.567036,400,-.1,14.4,-16.3,30.6,707,308,13.9,46.6,1931,1004,6604,12,143,156,253,97,346,-49.2,31.7,450,139
"JamesTown","blank",59.149594,-129.067021,400,.1,14.7,-15.6,30.3,582,279,17.3,52.7,1911,1059,6523,15,143,156,252,96,265,-49.3,32.5,468,177
"JamesTown","blank",59.149594,-128.567006,400,.4,14.9,-15.1,30,767,352,13.5,42.4,1862,1095,6424,17,146,154,252,98,353,-48.6,32.4,471,110
"JamesTown","blank",59.149594,-128.066991,400,.1,14.7,-15.1,29.8,597,299,17,49.2,1887,1054,6508,15,140,158,250,91,256,-48.3,32.4,473,151
"JamesTown","blank",59.149594,-127.566976,400,-.7,15.4,-19.2,34.7,432,221,21.5,69.8,2238,1121,6808,21,137,162,248,86,186,-50.4,33.7,494,241
"JamesTown","blank",59.149594,-127.066961,400,.3,15.2,-14.9,30.1,615,328,16.8,46.4,1878,1114,6442,19,140,158,248,91,249,-47.6,32.6,488,128
"JamesTown","blank",59.149594,-126.566946,400,0,14.9,-15.4,30.2,613,361,16.4,41.2,1919,1064,6538,16,136,161,246,85,218,-47.9,32.3,485,95
"JamesTown","blank",59.149594,-126.066931,400,-.2,15.1,-16.1,31.2,676,431,14.5,35,2022,1084,6630,18,137,159,246,87,208,-48.9,32.3,485,53
"JamesTown","blank",59.149594,-125.566917,400,.2,15.6,-15.8,31.3,586,373,17.4,41.7,1969,1162,6489,23,139,157,247,90,177,-48.2,33,504,103
"JamesTown","blank",59.149594,-125.066902,400,-.1,15.4,-16,31.3,603,398,16.5,38.7,2015,1131,6581,21,137,158,247,89,172,-48.4,33,499,78
"JamesTown","blank",59.149594,-124.566887,400,-.5,15.6,-17.5,33.1,480,324,19.7,48.3,2187,1142,6750,23,137,158,246,88,131,-49.4,33.1,498,139
"JamesTown","blank",59.149594,-124.066872,400,-.1,15.9,-16.8,32.7,534,361,18.6,44.1,2075,1179,6588,26,141,153,247,94,142,-48.8,33,497,104
"JamesTown","blank",59.149594,-123.566857,400,-.1,16,-16.8,32.8,554,373,18,42.9,2090,1203,6580,28,143,149,248,98,149,-48.2,33.1,495,89
"JamesTown","blank",59.149594,-123.066842,400,-.8,16,-19,35,449,303,20.5,52.9,2313,1178,6849,27,141,152,248,97,125,-49.4,33.2,485,146
"JamesTown","blank",59.149594,-122.566827,400,-1.7,16.1,-22.4,38.5,427,281,19.4,57.4,2629,1173,7186,29,136,154,245,91,132,-50.4,34.4,497,181
"JamesTown","blank",59.149594,-122.066812,400,-2.4,16.2,-24.5,40.7,435,282,17.5,57.4,2843,1164,7420,29,132,154,241,87,142,-49.9,35.5,492,189
"JamesTown","blank",59.149594,-121.566798,400,-2.9,16.3,-26.1,42.3,431,276,16.5,59,3015,1153,7613,29,129,155,239,84,146,-48.8,36.2,457,182
"JamesTown","blank",59.149594,-121.066783,400,-2.8,16.2,-26,42.2,420,265,17.1,61.3,2993,1154,7589,28,130,153,240,87,147,-48,36.2,454,189
"JamesTown","blank",59.149594,-120.566768,400,-3.1,16.3,-26.9,43.1,415,259,16.5,62.7,3091,1144,7701,28,129,153,238,85,148,-47.4,36.5,457,198
"JamesTown","blank",59.149594,-120.066753,400,-2.1,16.1,-24.1,40.1,397,245,20,65.6,2735,1161,7307,27,138,148,245,97,139,-47.5,35,491,212
"JamesTown","blank",59.149594,-119.566738,400,-2.6,16,-25.3,41.4,404,248,18.4,64.8,2897,1142,7497,26,134,151,242,92,146,-47.2,35.5,458,196
"JamesTown","blank",59.149594,-119.066723,400,-2.3,16,-24.4,40.4,396,242,19.5,66,2793,1142,7386,25,136,149,244,95,142,-47.3,35,452,196
"JamesTown","blank",59.149594,-118.566708,400,-2,15.8,-23.6,39.4,391,238,20.4,66.6,2705,1137,7298,24,138,149,246,97,140,-47.6,34.6,487,217
"JamesTown","blank",59.149594,-118.066694,400,-1.9,15.8,-23,38.7,388,237,20.8,66.5,2659,1130,7257,23,139,149,246,97,138,-48.2,34.2,483,213
"JamesTown","blank",59.149594,-117.566679,400,-1.8,15.7,-22.2,37.9,387,236,21.1,66.4,2616,1124,7218,23,140,148,246,98,137,-49.2,33.7,478,209
"JamesTown","blank",59.149594,-117.066664,400,-2.2,15.7,-22.9,38.6,395,240,19.8,65.6,2729,1118,7343,23,139,148,245,97,142,-49.9,34,479,206
"JamesTown","blank",59.649609,-131.567095,400,1.4,14.9,-12.7,27.6,758,340,15,43.8,1520,1101,6053,17,153,149,257,108,341,-44.5,32.4,454,121
"JamesTown","blank",59.649609,-131.06708,400,.3,14.3,-14.6,28.9,684,308,15.1,46.4,1761,997,6436,13,143,155,251,96,324,-47.1,32.2,445,134
"JamesTown","blank",59.649609,-130.567065,400,-.9,13.8,-17.5,31.3,587,260,15.6,52.9,2073,916,6868,9,131,160,244,84,298,-50.5,32.3,452,182
"JamesTown","blank",59.649609,-130.06705,400,-.5,14.1,-16.8,30.9,641,273,14.9,51.9,1997,964,6724,11,137,159,248,89,323,-49.3,31.9,449,166
"JamesTown","blank",59.649609,-129.567036,400,-.2,14.6,-16.3,31,581,260,16.8,56.4,1977,1030,6631,14,139,158,250,92,282,-49.5,32.5,466,190
"JamesTown","blank",59.649609,-129.067021,400,-1.2,15.6,-21.4,37,444,220,19.7,70.8,2432,1123,7007,22,138,161,249,88,201,-52,34,487,239
"JamesTown","blank",59.649609,-128.567006,400,-.3,15.1,-17.3,32.4,528,260,18.3,58.1,2076,1088,6677,18,138,159,249,90,233,-48.9,33.3,484,203
"JamesTown","blank",59.649609,-128.066991,400,-.9,15.4,-19.6,35,486,250,18.7,61.7,2290,1110,6883,20,137,160,248,88,206,-50.7,33.6,489,211
"JamesTown","blank",59.649609,-127.566976,400,-.6,15.5,-18.8,34.3,497,254,18.8,60.9,2210,1119,6792,21,137,159,248,89,212,-49.6,33.5,490,207
"JamesTown","blank",59.649609,-127.066961,400,-1.2,15.6,-20.4,36,461,247,19.1,63.2,2391,1113,6995,22,135,162,247,85,193,-50.6,33.9,489,210
"JamesTown","blank",59.649609,-126.566946,400,-.5,15.9,-18.8,34.7,609,332,15.7,48,2194,1165,6733,26,137,158,247,89,247,-49.5,34,502,140
"JamesTown","blank",59.649609,-126.066931,400,-.5,15.2,-16.5,31.7,671,354,14.1,42.8,2104,1075,6742,18,132,161,244,83,288,-49,32.9,491,110
"JamesTown","blank",59.649609,-125.566917,400,-.7,15.4,-18,33.5,676,405,13.8,38.1,2197,1111,6797,20,133,160,244,84,239,-49.8,33.4,499,68
"JamesTown","blank",59.649609,-125.066902,400,-.1,15.6,-15.8,31.4,585,383,16.9,40.6,2013,1127,6593,22,136,157,245,89,174,-48.3,32.9,496,83
"JamesTown","blank",59.649609,-124.566887,400,-.4,16,-17.4,33.3,502,329,19.1,48.5,2164,1176,6703,27,140,152,249,96,149,-49.1,33.2,488,123
"JamesTown","blank",59.649609,-124.066872,400,-1,16,-19.2,35.2,496,319,18.2,50.4,2386,1182,6924,28,141,152,249,97,155,-50.1,33.4,483,129
"JamesTown","blank",59.649609,-123.566857,400,-1.1,15.9,-19.3,35.2,510,340,17.5,46.9,2384,1162,6943,26,139,153,247,94,150,-49.8,33.1,484,109
"JamesTown","blank",59.649609,-123.066842,400,-2,16.1,-22.3,38.5,516,341,15.5,47.3,2716,1167,7286,28,134,155,244,89,159,-50.8,34.3,498,119
"JamesTown","blank",59.649609,-122.566827,400,-2.8,16.2,-24.8,41,439,287,16.5,56.5,2965,1150,7565,28,131,156,242,86,144,-50.9,35.2,484,175
"JamesTown","blank",59.649609,-122.066812,400,-3,16.2,-25.5,41.7,427,276,16.5,58.7,3024,1144,7635,28,130,155,241,86,144,-50.3,35.5,443,167
"JamesTown","blank",59.649609,-121.566798,400,-2.7,16.2,-25,41.2,413,262,17.6,61.6,2941,1143,7549,28,133,152,242,90,142,-49.5,35.2,436,174
"JamesTown","blank",59.649609,-121.066783,400,-2.7,16.1,-25.1,41.2,403,252,18.1,64.1,2929,1140,7540,27,133,151,243,92,143,-48.8,35.2,434,182
"JamesTown","blank",59.649609,-120.566768,400,-2.8,16.1,-25.3,41.4,396,245,18.2,65.7,2956,1132,7576,27,133,150,243,92,143,-48.4,35.4,434,189
"JamesTown","blank",59.649609,-120.066753,400,-3.1,16,-26,42.1,397,242,17.4,66.1,3043,1117,7683,25,131,151,241,91,148,-48,35.6,437,195
"JamesTown","blank",59.649609,-119.566738,400,-3.3,16,-26.4,42.3,397,240,17,66.6,3089,1105,7742,24,130,151,240,89,151,-47.6,35.7,438,198
"JamesTown","blank",59.649609,-119.066723,400,-3.4,15.9,-26.7,42.6,396,237,16.6,67.1,3137,1089,7807,23,130,151,240,89,154,-47.5,35.7,438,201
"JamesTown","blank",59.649609,-118.566708,400,-3.5,15.8,-26.7,42.4,394,235,16.5,67.1,3151,1076,7834,22,129,152,240,89,153,-47.7,35.6,438,202
"JamesTown","blank",59.649609,-118.066694,400,-4.5,15.8,-28.8,44.6,410,243,13.5,65,3451,1048,8175,21,122,154,234,81,164,-47.1,36.6,450,206
"JamesTown","blank",59.649609,-117.566679,400,-2.9,15.6,-24.4,39.9,379,225,18.7,69.1,2921,1066,7605,20,134,150,244,93,147,-49.1,34.3,433,194
"JamesTown","blank",59.649609,-117.066664,400,-2.3,15.5,-22.6,38.1,371,220,20.8,70.4,2714,1071,7383,20,138,148,247,99,141,-49.4,33.4,416,183
"JamesTown","blank",60.149624,-131.567095,400,-1.1,14.3,-19.3,33.6,603,277,14.8,51.6,2196,965,6954,12,136,155,244,89,305,-49.6,33.3,443,167
"JamesTown","blank",60.149624,-131.06708,400,-1.1,14.1,-18.8,32.9,569,257,15.7,54.9,2166,942,6950,11,135,155,244,89,292,-50.2,33,440,178
"JamesTown","blank",60.149624,-130.567065,400,-.5,14.7,-17.4,32.1,668,287,14.2,51.2,2053,1021,6730,15,141,153,248,95,343,-48,32.8,446,161
"JamesTown","blank",60.149624,-130.06705,400,-.8,14.9,-18.7,33.5,490,214,18.8,69.5,2166,1032,6839,16,139,156,248,92,249,-48.6,33,457,226
"JamesTown","blank",60.149624,-129.567036,400,-1.6,15.5,-22.3,37.8,440,223,19.1,69.5,2514,1102,7131,21,137,158,248,90,197,-51,34.2,476,229
"JamesTown","blank",60.149624,-129.067021,400,-2,16.2,-24.1,40.2,412,231,19.3,69.9,2751,1172,7304,28,139,156,250,94,164,-53.3,34.9,482,226
"JamesTown","blank",60.149624,-128.567006,400,-.8,15.8,-19.6,35.3,461,259,20,61,2279,1151,6836,24,141,153,251,97,180,-49.2,34,479,198
"JamesTown","blank",60.149624,-128.066991,400,-.6,15.8,-19.2,35,491,263,19.1,60,2243,1158,6788,25,142,153,251,98,201,-49.5,33.6,478,192
"JamesTown","blank",60.149624,-127.566976,400,-1.4,15.6,-21,36.6,473,251,18.3,62.2,2438,1109,7050,22,137,159,248,89,201,-50.6,33.8,480,203
"JamesTown","blank",60.149624,-127.066961,400,-1.5,15.3,-20.8,36.1,478,251,17.7,61,2440,1058,7110,18,133,161,246,85,210,-50.4,33.5,473,195
"JamesTown","blank",60.149624,-126.566946,400,-1.4,15.4,-21.3,36.7,537,276,16,55.9,2428,1081,7071,20,134,160,246,85,240,-50.2,33.8,479,173
"JamesTown","blank",60.149624,-126.066931,400,-.6,15.4,-18.7,34.1,612,316,15.3,48.8,2172,1093,6793,20,138,154,248,94,271,-48.8,33,472,129
"JamesTown","blank",60.149624,-125.566917,400,-.7,15.5,-18.8,34.3,626,393,14.9,39.4,2195,1096,6811,20,137,156,247,91,210,-49,33.2,477,62
"JamesTown","blank",60.149624,-125.066902,400,-1.4,15.7,-20.3,36,484,306,17.7,51.2,2470,1116,7082,23,137,156,248,91,162,-50.9,33.5,474,136
"JamesTown","blank",60.149624,-124.566887,400,-.3,15.6,-17.5,33.1,670,428,14.4,36.4,2094,1125,6683,22,141,151,249,98,213,-47.3,32.6,470,43
"JamesTown","blank",60.149624,-124.066872,400,-1.3,15.8,-19.5,35.3,512,331,17,47.7,2427,1136,7020,24,139,153,249,96,164,-50.2,32.8,469,103
"JamesTown","blank",60.149624,-123.566857,400,-1.7,15.8,-20.6,36.4,466,306,17.8,51.7,2564,1126,7175,24,138,153,248,95,147,-50.5,33,454,125
"JamesTown","blank",60.149624,-123.066842,400,-2.4,16.1,-23,39.2,439,287,17.4,56.2,2827,1154,7417,28,138,152,248,95,141,-50.8,33.7,459,148
"JamesTown","blank",60.149624,-122.566827,400,-2.7,16.2,-24.3,40.5,429,277,16.9,58.3,2946,1146,7553,28,135,152,245,93,144,-50.5,34.5,463,163
"JamesTown","blank",60.149624,-122.066812,400,-2.9,16.2,-25,41.2,418,267,16.9,60.4,3009,1135,7631,28,133,151,244,92,144,-50.1,34.9,426,158
"JamesTown","blank",60.149624,-121.566798,400,-3.2,16.2,-25.9,42.1,410,258,16.6,62.9,3085,1130,7717,28,132,151,242,92,147,-49.2,35.3,428,170
"JamesTown","blank",60.149624,-121.066783,400,-3.4,16.3,-26.9,43.2,404,251,16.2,65,3177,1129,7813,28,131,150,241,91,148,-47.9,36,433,182
"JamesTown","blank",60.149624,-120.566768,400,-3.5,16.2,-27.2,43.3,406,247,15.9,65.5,3193,1115,7842,26,131,149,241,92,154,-47.2,36,430,183
"JamesTown","blank",60.149624,-120.066753,400,-3.3,16,-26.2,42.2,387,233,17.3,68.5,3095,1100,7757,25,132,149,243,94,149,-47.8,35.4,424,190
"JamesTown","blank",60.149624,-119.566738,400,-3.3,15.9,-26.2,42.1,382,227,17.4,70,3094,1085,7771,23,132,149,243,94,150,-47.4,35.3,423,196
"JamesTown","blank",60.149624,-119.066723,400,-3.5,15.9,-26.6,42.5,382,225,17,70.6,3139,1073,7828,22,131,149,243,93,153,-46.7,35.4,423,199
"JamesTown","blank",60.149624,-118.566708,400,-3.6,15.7,-26.7,42.4,383,223,16.7,70.5,3154,1054,7863,21,130,149,243,94,156,-46.6,35.3,421,198
"JamesTown","blank",60.149624,-118.066694,400,-3.9,15.7,-27.5,43.2,392,227,15.7,69.2,3237,1046,7955,20,129,147,242,94,161,-45.3,35.7,422,196
"JamesTown","blank",60.149624,-117.566679,400,-4,15.6,-27.9,43.5,399,231,14.9,67.8,3289,1035,8019,19,129,146,241,94,164,-44.7,35.9,422,191
"JamesTown","blank",60.149624,-117.066664,400,-3.7,15.4,-25.8,41.2,373,216,16.9,71.1,3130,1010,7887,18,130,149,243,94,154,-48.1,34.5,406,190
"JamesTown","blank",60.649638,-131.567095,400,-1.5,14.5,-21,35.5,469,217,18.2,66.9,2353,992,7090,14,133,155,243,88,238,-50.6,33.2,454,225
"JamesTown","blank",60.649638,-131.06708,400,-1.3,14.6,-19.7,34.3,577,266,15.1,54.8,2281,988,7029,14,135,154,244,90,294,-50.3,32.6,431,176
"JamesTown","blank",60.649638,-130.567065,400,-1.3,14.3,-19.5,33.8,538,253,16.1,56.6,2262,957,7043,12,134,157,244,87,270,-49.5,32.3,429,179
"JamesTown","blank",60.649638,-130.06705,400,-1.9,14.9,-22.6,37.5,479,233,16.9,64.1,2528,1016,7242,16,131,159,244,85,231,-49.4,34.1,466,212
"JamesTown","blank",60.649638,-129.567036,400,-2.3,15.1,-23.9,39,508,261,15.1,57.8,2688,1028,7400,17,129,161,243,82,235,-49.1,34.4,460,187
"JamesTown","blank",60.649638,-129.067021,400,-1.9,15.2,-22.2,37.4,555,283,14.5,53.5,2565,1042,7260,17,132,159,245,86,256,-49.7,33.8,456,161
"JamesTown","blank",60.649638,-128.567006,400,-2.2,15.3,-23.4,38.6,507,263,15.4,58,2663,1047,7354,18,130,160,244,85,231,-49.8,34.2,461,185
"JamesTown","blank",60.649638,-128.066991,400,-1.6,15.3,-21.1,36.4,549,286,15.3,53.5,2461,1058,7136,18,135,156,246,90,245,-49.2,33.4,464,158
"JamesTown","blank",60.649638,-127.566976,400,-1.5,15.4,-20.8,36.3,561,293,15.2,52.7,2436,1073,7094,19,136,155,246,91,248,-49.1,33.3,464,152
"JamesTown","blank",60.649638,-127.066961,400,-1.5,15.4,-21.2,36.6,561,296,15.1,52.1,2440,1069,7103,19,135,155,246,90,247,-49.6,33.5,468,152
"JamesTown","blank",60.649638,-126.566946,400,-1.2,15.6,-20.2,35.8,635,330,13.9,47.3,2350,1101,6978,21,138,152,248,96,282,-49.3,33.3,465,113
"JamesTown","blank",60.649638,-126.066931,400,-1.4,15.5,-20.9,36.4,595,330,14.4,46.9,2413,1074,7073,20,135,153,246,93,248,-49.8,33.5,454,115
"JamesTown","blank",60.649638,-125.566917,400,-1.4,15.6,-20.7,36.3,628,363,13.7,42.8,2415,1092,7059,21,135,151,247,96,248,-50.4,33.7,457,82
"JamesTown","blank",60.649638,-125.066902,400,-1.5,15.6,-20.9,36.5,642,371,13.3,42,2439,1089,7090,21,134,151,246,95,255,-50,33.8,460,82
"JamesTown","blank",60.649638,-124.566887,400,-1.3,15.7,-21.1,36.8,833,526,10.4,29.9,2411,1109,7033,22,136,152,248,96,283,-46.7,33.9,458,6
"JamesTown","blank",60.649638,-124.066872,400,-1.9,15.4,-20.9,36.3,545,349,14.8,44.2,2567,1055,7260,19,134,154,246,93,188,-50.5,33,405,70
"JamesTown","blank",60.649638,-123.566857,400,-2.4,15.7,-22.1,37.9,432,279,17.5,56.4,2775,1090,7438,23,136,153,247,94,146,-51,33,404,126
"JamesTown","blank",60.649638,-123.066842,400,-2.7,16,-23.4,39.4,425,274,17.1,58.5,2915,1124,7545,26,137,152,247,96,144,-51,33.5,446,148
"JamesTown","blank",60.649638,-122.566827,400,-3.3,16.2,-25.4,41.7,420,269,15.9,60.4,3128,1126,7768,28,133,151,244,93,147,-50.3,34.7,417,148
"JamesTown","blank",60.649638,-122.066812,400,-3.6,16.3,-26.3,42.6,414,261,15.5,62.5,3212,1120,7863,28,132,151,242,92,150,-49.8,35.2,420,160
"JamesTown","blank",60.649638,-121.566798,400,-3.7,16.2,-26.5,42.8,401,248,15.8,65.5,3230,1111,7891,27,131,150,242,92,151,-49.5,35.4,420,172
"JamesTown","blank",60.649638,-121.066783,400,-3.6,16.1,-26.3,42.3,386,235,16.5,68.3,3195,1097,7870,26,131,149,242,93,149,-49.5,35.2,417,182
"JamesTown","blank",60.649638,-120.566768,400,-3.7,16,-26.6,42.6,380,228,16.5,70.2,3218,1084,7908,24,130,149,242,93,150,-48.8,35.3,416,188
"JamesTown","blank",60.649638,-120.066753,400,-3.7,15.9,-26.5,42.4,371,219,17,72.5,3196,1066,7903,23,130,149,242,93,149,-48.3,35,413,194
"JamesTown","blank",60.649638,-119.566738,400,-3.6,15.7,-25.9,41.6,358,208,17.8,75.2,3143,1043,7872,21,130,150,243,94,148,-48.6,34.6,408,200
"JamesTown","blank",60.649638,-119.066723,400,-3.6,15.6,-25.4,40.9,345,198,18.7,78.5,3101,1029,7845,20,130,151,244,94,146,-48.9,34.3,405,207
"JamesTown","blank",60.649638,-118.566708,400,-3.7,15.4,-25.5,40.9,337,191,18.7,80.6,3121,1007,7888,18,129,151,245,93,145,-48.7,34.2,404,212
"JamesTown","blank",60.649638,-118.066694,400,-3.8,15.3,-25.3,40.7,333,186,18.7,82.3,3127,988,7915,17,128,152,245,94,146,-48.9,34,401,215
"JamesTown","blank",60.649638,-117.566679,400,-3.8,15.2,-25.1,40.3,326,182,18.9,83.7,3124,966,7938,16,127,153,245,92,145,-49.2,33.7,395,214
"JamesTown","blank",60.649638,-117.066664,400,-4,15.1,-25.1,40.2,333,187,18.1,80.6,3155,949,7989,14,127,152,244,92,147,-49.4,33.5,387,201
"Mather","blank",32.648806,-117.066664,1400,10.3,14.1,7.6,6.5,262,17,77.4,829.7,35,2035,2823,26,315,88,324,236,3,-13.7,30.6,780,518
"Mather","blank",33.148821,-117.066664,1400,11.3,17.2,7.3,9.9,346,25,61.5,691.7,37,2396,2516,78,271,129,304,175,4,-18.8,36.9,1129,791
"Mather","blank",33.648835,-117.566679,1400,11.7,18.6,7,11.6,366,25,59.4,728.8,40,2563,2424,142,256,135,297,163,5,-20.3,38.9,1228,891
